date,timestamp,edf_peak_ppb,edf_peak_sensor,pinn_peak_ppb,pinn_peak_sensor,pinn_mean_ppb,edf_mean_ppb,pinn_482010026,pinn_482010057,pinn_482010069,pinn_482010617,pinn_482010803,pinn_482011015,pinn_482011035,pinn_482011039,pinn_482016000,edf_482010026,edf_482010057,edf_482010069,edf_482010617,edf_482010803,edf_482011015,edf_482011035,edf_482011039,edf_482016000
2021-02-19,2021-02-19 23:00:00,24.2191,482011015,0.18394869101317335,482010617,0.036184034646633945,3.7323855,0.026318826418060378,0.004179743132355005,0.004438962105307891,0.18394869101317335,0.010324599111096913,0.06167036646637709,0.0029683526513373235,0.025845736069780013,0.0059610348522175696,0.0,0.87675,0.6349,0.397367,1.23865,24.2191,0.741017,0.449033,1.302267
2021-02-20,2021-02-20 09:00:00,2.966667,482010803,0.4540687015337165,482010617,0.13462296152208747,0.8829685555555556,0.20069781754092098,0.034865634358493235,0.03111930212045508,0.4540687015337165,0.08850898818856649,0.24065178147878852,0.025385247791609212,0.098289579456556,0.03801960122968141,0.911,0.671533,0.375767,0.208833,2.966667,1.1086,1.007483,0.330117,0.366717
2021-02-14,2021-02-14 05:00:00,1.04275,482011039,0.2387659620303169,482010617,0.08130402618645954,0.27445733333333333,0.12090963758830627,0.020647219381811372,0.02221797319751984,0.2387659620303169,0.05114948698390521,0.1519519843868282,0.01531329699347254,0.06732870114630003,0.04345197396967555,0.19515,0.158433,0.1915,0.1253,0.203517,0.172533,0.181033,1.04275,0.1999
2021-02-18,2021-02-18 19:00:00,0.590183,482011039,0.06406567608785144,482010617,0.022562717354475192,0.20873600000000003,0.03317513212903458,0.0059542462681767385,0.005685399465821993,0.06406567608785144,0.014749152235836675,0.04830391294789034,0.0043041919586723106,0.01990621826881375,0.006920526828178903,0.105117,0.15325,0.0,0.094983,0.0,0.0,0.17515,0.590183,0.133733
2021-02-11,2021-02-11 03:00:00,0.579617,482011039,0.4300547106546501,482010617,0.10910255356677939,0.397521,0.11958625396324508,0.017031303701856917,0.022631601605490777,0.4300547106546501,0.04620877499502291,0.19401207414064073,0.012451565857324405,0.08414763926883649,0.05579905791394719,0.0,0.0,0.3982,0.0,0.0,0.341317,0.27095,0.579617,0.0
2021-02-12,2021-02-12 06:00:00,0.445283,482010026,0.2282894210965265,482010617,0.07915632589621689,0.22236666666666668,0.1087059883177109,0.017730640501286404,0.026142657031451542,0.2282894210965265,0.04468614019364457,0.146500891001636,0.013623824753737619,0.064204700413105,0.06252266975685347,0.445283,0.182417,0.18535,0.162,0.24535,0.158367,0.174583,0.285683,0.162267
2021-02-13,2021-02-13 23:00:00,0.443917,482011039,0.08492479437642696,482010617,0.025993417892193955,0.23458900000000002,0.023716098451301793,0.005869898195823455,0.011463081678350426,0.08492479437642696,0.009629903817740672,0.04324892300188211,0.004931964097688881,0.023180977863544356,0.026975119546986948,0.244567,0.18115,0.230083,0.131817,0.2771,0.148117,0.254017,0.443917,0.200533
2021-02-15,2021-02-15 00:00:00,0.2877,482010803,0.21546631766721122,482010617,0.06790180842575086,0.15984340000000002,0.095724440362989,0.013801692718847288,0.015504266551086787,0.21546631766721122,0.03774390743002982,0.13617214940182748,0.010185479667402244,0.056518211708446016,0.02999981032391799,0.1303,0.155617,0.0,0.120533,0.2877,0.0,0.0,0.0,0.105067
2021-02-16,2021-02-16 04:00:00,0.24185,482011039,0.21329115418768865,482010617,0.08632713871483191,0.1592,0.15001251777589036,0.02417690674174936,0.022687206609071343,0.21329115418768865,0.06519110356714185,0.17152967855932108,0.017160702466908734,0.0819882636878374,0.030906714837878477,0.0,0.117933,0.0,0.0,0.0,0.0,0.117817,0.24185,0.0
